Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	PubMed ID	Kinetics	pH dependence	Redox potential	Site	EC number	Activity regulation	Active site	Binding site	Catalytic activity
A0A260J2R4	unreviewed	A0A260J2R4_9NOCA	propane 2-monooxygenase (EC 1.14.13.227)	CH257_06245	Rhodococcus sp. 05-2256-B3	374	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A260U0T7	unreviewed	A0A260U0T7_RHOFA	propane 2-monooxygenase (EC 1.14.13.227)	CH298_11565	Rhodococcus fascians	374	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A290XS37	unreviewed	A0A290XS37_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	CNO18_17890	Gordonia sp. 1D	375	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A2I1R7A9	unreviewed	A0A2I1R7A9_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	CYJ73_13650	Gordonia terrae	372	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A2U9PMF5	unreviewed	A0A2U9PMF5_MYCSE	propane 2-monooxygenase (EC 1.14.13.227)	mmoY D806_019580	Mycolicibacterium smegmatis (strain MKD8) (Mycobacterium smegmatis)	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	23618714					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A3G8JTW8	unreviewed	A0A3G8JTW8_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	mmoY D7316_05134	Gordonia insulae	378	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A3T0UYU1	unreviewed	A0A3T0UYU1_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	C5O27_09755	Gordonia alkanivorans	376	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A426QU89	unreviewed	A0A426QU89_9NOCA	propane 2-monooxygenase (EC 1.14.13.227)	DK926_23800	Rhodococcus sp. Eu-32	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A4V0AXK7	unreviewed	A0A4V0AXK7_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	mmoY NCTC10669_03716	Gordonia terrae	372	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A520F9T9	unreviewed	A0A520F9T9_RHOSO	propane 2-monooxygenase (EC 1.14.13.227)	EOP29_07425	Rhodococcus sp	374	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	30498029					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A5A9ZRP1	unreviewed	A0A5A9ZRP1_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	FQ137_02810	Dietzia sp. ANT_WB102	378	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6I5ZHQ8	unreviewed	A0A6I5ZHQ8_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	GKZ92_17375	Gordonia sp. 135	372	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A7D7LV31	unreviewed	A0A7D7LV31_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	H1R19_17100	Gordonia jinghuaiqii	373	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A7J5X109	unreviewed	A0A7J5X109_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	prmC_1 BPODLACK_01157	Gordonia sp. YY1	372	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A7K0PAD8	unreviewed	A0A7K0PAD8_UNCAC	propane 2-monooxygenase (EC 1.14.13.227)	F2817_02115	Actinomycetia bacterium	374	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A7V9VNV8	unreviewed	A0A7V9VNV8_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	H0U42_10140	Thermoleophilaceae bacterium	355	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A839DVS7	unreviewed	A0A839DVS7_9PSEU	propane 2-monooxygenase (EC 1.14.13.227)	FHX42_003448	Halosaccharopolyspora lacisalsi	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A840NKA9	unreviewed	A0A840NKA9_9PSEU	propane 2-monooxygenase (EC 1.14.13.227)	BJ969_001775	Saccharopolyspora gloriosae	369	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A8B4QFN7	unreviewed	A0A8B4QFN7_MYCSM	propane 2-monooxygenase (EC 1.14.13.227)	mmoY NCTC7017_00208	Mycolicibacterium smegmatis (Mycobacterium smegmatis)	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A4ZHS0	unreviewed	A4ZHS0_MYCS2	propane 2-monooxygenase (EC 1.14.13.227)	MSMEG1875	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	368	kinase activity [GO:0016301]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]; phosphorylation [GO:0016310]	16381882; 17295914					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
F4CK61	unreviewed	F4CK61_PSEUX	propane 2-monooxygenase (EC 1.14.13.227)	Psed_6058	Pseudonocardia dioxanivorans (strain ATCC 55486 / DSM 44775 / JCM 13855 / CB1190)	340	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	21725009					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
F9VZJ5	unreviewed	F9VZJ5_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	prmC GOALK_097_00610	Gordonia alkanivorans NBRC 16433	376	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
G7GRP4	unreviewed	G7GRP4_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	prmC GOAMR_50_00410	Gordonia amarae NBRC 15530	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
J9RQ03	unreviewed	J9RQ03_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	KTR9_3577	Gordonia sp. KTR9	372	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	22923396					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
K6VWY1	unreviewed	K6VWY1_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	prmC GONAM_19_00670	Gordonia namibiensis NBRC 108229	372	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
P18797	reviewed	MMOB_METCA	Methane monooxygenase regulatory protein B	mmoB MCA1196	Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)	141	monooxygenase activity [GO:0004497]; cellular aromatic compound metabolic process [GO:0006725]	2505721; 15383840; 10393915; 10381404									
P22867	reviewed	MMOD_METCA	Methane monooxygenase component D	mmoD MCA1199	Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)	103	monooxygenase activity [GO:0004497]	2205538; 15383840; 11709550									
Q0SJK7	reviewed	PRMC_RHOJR	Propane 2-monooxygenase, hydroxylase component small subunit (PrMO) (EC 1.14.13.227)	prmC RHA1_ro00443	Rhodococcus jostii (strain RHA1)	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	17030794; 17873074; 23171424					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000305|PubMed:17873074};
R7Y3V8	unreviewed	R7Y3V8_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	GTC6_21170	Gordonia terrae C-6	372	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	23788548					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
W9DBF9	unreviewed	W9DBF9_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	V525_11565	Gordonia alkanivorans CGMCC 6845	372	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	24482528					1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A009H4C9	unreviewed	A0A009H4C9_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J507_2450	Acinetobacter sp. 1295259	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A009MG30	unreviewed	A0A009MG30_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J551_2886	Acinetobacter sp. 1475718	333	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A010JSQ1	unreviewed	A0A010JSQ1_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J580_1080	Acinetobacter sp. 1542444	333	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A010STE6	unreviewed	A0A010STE6_PSEFL	Phenol hydroxylase	HK44_022320	Pseudomonas fluorescens HK44	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	21742869									
A0A013RWD3	unreviewed	A0A013RWD3_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J690_3206	Acinetobacter sp. 742879	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A013TJT6	unreviewed	A0A013TJT6_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J663_2915	Acinetobacter sp. 826659	333	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A014AUJ5	unreviewed	A0A014AUJ5_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J811_3151	Acinetobacter sp. 25977_8	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A014BDN0	unreviewed	A0A014BDN0_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J810_2133	Acinetobacter sp. 25977_7	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A014BTC6	unreviewed	A0A014BTC6_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J809_1769	Acinetobacter sp. 25977_6	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A014CID0	unreviewed	A0A014CID0_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J806_2480	Acinetobacter sp. 25977_3	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A014CVF2	unreviewed	A0A014CVF2_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J804_2345	Acinetobacter sp. 25977_1	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A014DFV8	unreviewed	A0A014DFV8_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J807_2163	Acinetobacter sp. 25977_4	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A014DYM9	unreviewed	A0A014DYM9_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J805_2860	Acinetobacter sp. 25977_2	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A014FWA3	unreviewed	A0A014FWA3_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J813_3123	Acinetobacter sp. 25977_10	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A022GNR5	unreviewed	A0A022GNR5_9BURK	Phenol hydroxylase	CF68_15110	Cupriavidus sp. SK-4	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A022IYG7	unreviewed	A0A022IYG7_9GAMM	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL J622_03246	Acinetobacter sp. 1564232	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
