TITLE	COMPND	SOURCE	NAME	cluster_label
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2V7JKM1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GEMMATIMONADETES BACTERIUM;3 ORGANISM_TAXID: 2026742	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PUTATIVE LIPOPROTEIN2 (A0A0C2DCX8)	MOL_ID: 1;2 MOLECULE: PUTATIVE LIPOPROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ENHYGROMYXA SALINA;3 ORGANISM_TAXID: 215803	PUTATIVE LIPOPROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR TENA_THI-4 DOMAIN-CONTAINING2 PROTEIN (A0A0D7CKC8)	MOL_ID: 1;2 MOLECULE: TENA_THI-4 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES NATALENSIS ATCC 27448;3 ORGANISM_TAXID: 1240678	TENA_THI-4 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOTIDE REDUCTASE M2 B2 (A0A668RLG7)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOTIDE REDUCTASE M2 B;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: OREOCHROMIS AUREUS;3 ORGANISM_TAXID: 47969	RIBONUCLEOTIDE REDUCTASE M2 B	14
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAI (A0A3S2VZ83)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES SP. SAN01;3 ORGANISM_TAXID: 2494256	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR THIED PROTEIN (A0A812U2K1)	MOL_ID: 1;2 MOLECULE: THIED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SYMBIODINIUM PILOSUM;3 ORGANISM_TAXID: 2952	THIED PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHYL-ACCEPTING CHEMOTAXIS2 PROTEIN III (RIBOSE AN GALACTOSE CHEMORECEPTOR PROTEIN) (A0A376SP51)	MOL_ID: 1;2 MOLECULE: METHYL-ACCEPTING CHEMOTAXIS PROTEIN III (RIBOSE AN3 GALACTOSE CHEMORECEPTOR PROTEIN);4 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ESCHERICHIA COLI;3 ORGANISM_TAXID: 562	METHYL-ACCEPTING CHEMOTAXIS PROTEIN III (RIBOSE AN3 GALACTOSE CHEMORECEPTOR PROTEIN)	13
ALPHAFOLD MONOMER V2.0 PREDICTION FOR TALIN_MIDDLE DOMAIN-CONTAINING2 PROTEIN (A0A183FPK5)	MOL_ID: 1;2 MOLECULE: TALIN_MIDDLE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: HELIGMOSOMOIDES POLYGYRUS;3 ORGANISM_TAXID: 6339	TALIN_MIDDLE DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR GGDEF DOMAIN-CONTAINING PROTEIN2 (A0A0A6QFS8)	MOL_ID: 1;2 MOLECULE: GGDEF DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PARABURKHOLDERIA SACCHARI;3 ORGANISM_TAXID: 159450	GGDEF DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A3M1WGF5)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1978231	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAC (A0A7H0G982)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAC;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SPHINGOMONAS SEDIMINICOLA;3 ORGANISM_TAXID: 386874	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAC	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A4Y6R6L6)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDARTHROBACTER SP. NIBRBAC000502772;3 ORGANISM_TAXID: 2590775	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAI (A0A3N6P895)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: NATRARCHAEOBIUS CHITINIVORANS;3 ORGANISM_TAXID: 1679083	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A424W7G7)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ALCALIGENES XYLOSOXYDANS XYLOSOXYDANS;3 ORGANISM_TAXID: 85698	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR G_PROTEIN_RECEP_F1_2 DOMAIN-2 CONTAINING PROTEIN (A0A7J7JD91)	MOL_ID: 1;2 MOLECULE: G_PROTEIN_RECEP_F1_2 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BUGULA NERITINA;3 ORGANISM_TAXID: 10212	G_PROTEIN_RECEP_F1_2 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (W5YRK0)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MARINOBACTER SALARIUS;3 ORGANISM_TAXID: 1420917	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A1R3Y0)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PAENARTHROBACTER AURESCENS (STRAIN TC1);3 ORGANISM_TAXID: 290340	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 4HB_MCP_1 DOMAIN-CONTAINING2 PROTEIN (A0A354WL81)	MOL_ID: 1;2 MOLECULE: 4HB_MCP_1 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PLANKTOTHRIX SP. UBA10369;3 ORGANISM_TAXID: 2055760	4HB_MCP_1 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A1S9CXJ1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHROMATIALES BACTERIUM USCG_TAYLOR;3 ORGANISM_TAXID: 1934255	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR TENA, TRANSCRIPTION ACTIVATOR2 (A0A2W1GY76)	MOL_ID: 1;2 MOLECULE: TENA, TRANSCRIPTION ACTIVATOR;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PYRENOPHORA TRITICI-REPENTIS;3 ORGANISM_TAXID: 45151	TENA, TRANSCRIPTION ACTIVATOR	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A6N4V5F9)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MYCOLICIBACTERIUM PORIFERAE;3 ORGANISM_TAXID: 39694	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOTIDE REDUCTASE2 REGULATORY SUBUNIT M2 (A0A3P8V2H8)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOTIDE REDUCTASE REGULATORY SUBUNIT M2;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CYNOGLOSSUS SEMILAEVIS;3 ORGANISM_TAXID: 244447	RIBONUCLEOTIDE REDUCTASE REGULATORY SUBUNIT M2	14
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A7C2WW29)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ALPHAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1913988	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A150TFQ9)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SORANGIUM CELLULOSUM;3 ORGANISM_TAXID: 56	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A1Q3ZDF8)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHRYSEOBACTERIUM SP. 36-9;3 ORGANISM_TAXID: 1895905	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENOL HYDROXYLASE LARGE2 SUBUNIT (Q93I43)	MOL_ID: 1;2 MOLECULE: PHENOL HYDROXYLASE LARGE SUBUNIT;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RALSTONIA SP. HAB-18;3 ORGANISM_TAXID: 143803	PHENOL HYDROXYLASE LARGE SUBUNIT	11
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A318A7C1)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: AURITIDIBACTER SP. NML120779;3 ORGANISM_TAXID: 2170744	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A848NZ80)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RALSTONIA INSIDIOSA;3 ORGANISM_TAXID: 190721	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A364LBC7)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: TALAROMYCES AMESTOLKIAE;3 ORGANISM_TAXID: 1196081	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A7C9VY17)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LENTZEA ALBA;3 ORGANISM_TAXID: 2714351	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR MATE FAMILY EFFLUX TRANSPORTER2 (A0A416R2T8)	MOL_ID: 1;2 MOLECULE: MATE FAMILY EFFLUX TRANSPORTER;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDOFLAVONIFRACTOR SP. AF19-9AC;3 ORGANISM_TAXID: 2292244	MATE FAMILY EFFLUX TRANSPORTER	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PUTATIVE PHENYLACETIC ACID2 DEGRADATION PROTEIN, RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA3 (A0A0T5ZR58)	MOL_ID: 1;2 MOLECULE: PUTATIVE PHENYLACETIC ACID DEGRADATION PROTEIN,3 RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA;4 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS ROKUBACTERIA BACTERIUM CSP1-6;3 ORGANISM_TAXID: 1640509	PUTATIVE PHENYLACETIC ACID DEGRADATION PROTEIN,3 RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR R2-LIKE LIGAND BINDING OXIDASE2 (A0A536D1C5)	MOL_ID: 1;2 MOLECULE: R2-LIKE LIGAND BINDING OXIDASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHLOROFLEXI BACTERIUM;3 ORGANISM_TAXID: 2026724	R2-LIKE LIGAND BINDING OXIDASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR IRON-CONTAINING REDOX ENZYME2 FAMILY PROTEIN (A0A7T8RUH8)	MOL_ID: 1;2 MOLECULE: IRON-CONTAINING REDOX ENZYME FAMILY PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SKERMANELLA SP. TT6;3 ORGANISM_TAXID: 2775420	IRON-CONTAINING REDOX ENZYME FAMILY PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR BENZOYL-COA 2,3-EPOXIDASE2 SUBUNIT BOXB (A0A521KJB2)	MOL_ID: 1;2 MOLECULE: BENZOYL-COA 2,3-EPOXIDASE SUBUNIT BOXB;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PLANCTOMYCETES BACTERIUM;3 ORGANISM_TAXID: 2026780	BENZOYL-COA 2,3-EPOXIDASE SUBUNIT BOXB	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UPF0033 DOMAIN-CONTAINING2 PROTEIN (A0A2V6JK53)	MOL_ID: 1;2 MOLECULE: UPF0033 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: VERRUCOMICROBIA BACTERIUM;3 ORGANISM_TAXID: 2026799	UPF0033 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR TOLUENE HYDROXYLASE2 (A0A2V9IAE2)	MOL_ID: 1;2 MOLECULE: TOLUENE HYDROXYLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1978231	TOLUENE HYDROXYLASE	11
ALPHAFOLD MONOMER V2.0 PREDICTION FOR DUF4142 DOMAIN-CONTAINING2 PROTEIN (A0A557ZYZ8)	MOL_ID: 1;2 MOLECULE: DUF4142 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: AMYCOLATOPSIS ACIDIPHILA;3 ORGANISM_TAXID: 715473	DUF4142 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A2A5A8T7)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GAMMAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1913989	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE,2 SUBUNIT C (A0A0K8Q6S7)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE, SUBUNIT C;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ARTHROBACTER SP. HIYO6;3 ORGANISM_TAXID: 1588022	1,2-PHENYLACETYL-COA EPOXIDASE, SUBUNIT C	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2D8QW70)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GAMMAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1913989	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE (A0A3A8E3V8)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACINETOBACTER SP. WCHAC060012;3 ORGANISM_TAXID: 2419603	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7V5VCM5)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BACTEROIDETES BACTERIUM;3 ORGANISM_TAXID: 1898104	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A5C9BAA8)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BACTERIUM;3 ORGANISM_TAXID: 1869227	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RING-1,2-PHENYLACETYL-COA2 EPOXIDASE SUBUNIT PAAA (A0A7W3MBT4)	MOL_ID: 1;2 MOLECULE: RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES AUREORECTUS;3 ORGANISM_TAXID: 285571	RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A455SY91)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: THERMOGEMMATISPORA ARGILLOSA;3 ORGANISM_TAXID: 2045280	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HISTIDINE KINASE (A0A1E5QBJ4)	MOL_ID: 1;2 MOLECULE: HISTIDINE KINASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MAGNETOVIBRIO BLAKEMOREI;3 ORGANISM_TAXID: 28181	HISTIDINE KINASE	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SMALL SUBUNIT (A0A4P9Y6D4)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SMALL SUBUNIT;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PIPTOCEPHALIS CYLINDROSPORA;3 ORGANISM_TAXID: 1907219	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SMALL SUBUNIT	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A5B0PV71)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PUCCINIA GRAMINIS F. SP. TRITICI;3 ORGANISM_TAXID: 56615	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETIC ACID DEGRADATION2 PROTEIN PAAC (A0A062SW39)	MOL_ID: 1;2 MOLECULE: PHENYLACETIC ACID DEGRADATION PROTEIN PAAC;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACINETOBACTER BAUMANNII 25977_9;3 ORGANISM_TAXID: 1310913	PHENYLACETIC ACID DEGRADATION PROTEIN PAAC	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A3D0I8N3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PYRROLOQUINOLINE QUINONE2 BIOSYNTHESIS PROTEIN C (A0A358XYN3)	MOL_ID: 1;2 MOLECULE: PYRROLOQUINOLINE QUINONE BIOSYNTHESIS PROTEIN C;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GAMMAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1913989	PYRROLOQUINOLINE QUINONE BIOSYNTHESIS PROTEIN C	0
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PYRROLOQUINOLINE-QUINONE2 SYNTHASE (A0A4V2FQP0)	MOL_ID: 1;2 MOLECULE: PYRROLOQUINOLINE-QUINONE SYNTHASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDONOCARDIA SEDIMINIS;3 ORGANISM_TAXID: 1397368	PYRROLOQUINOLINE-QUINONE SYNTHASE	0
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A7Y8S778)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BACILLUS SP.;3 ORGANISM_TAXID: 1409	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2E7UN39)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HEMERYTHRIN HHE CATION-BINDING2 DOMAIN-CONTAINING PROTEIN (A0A1Z4M251)	MOL_ID: 1;2 MOLECULE: HEMERYTHRIN HHE CATION-BINDING DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CALOTHRIX PARASITICA NIES-267;3 ORGANISM_TAXID: 1973488	HEMERYTHRIN HHE CATION-BINDING DOMAIN-CONTAINING PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A3S1B2G3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ELYSIA CHLOROTICA;3 ORGANISM_TAXID: 188477	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SMALL CHAIN (A0A2C5WNA2)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SMALL CHAIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CERATOCYSTIS FIMBRIATA CBS 114723;3 ORGANISM_TAXID: 1035309	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SMALL CHAIN	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PROPANE 2-MONOOXYGENASE2 (A0A0E3WCG5)	MOL_ID: 1;2 MOLECULE: PROPANE 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MYCOBACTERIUM LENTIFLAVUM;3 ORGANISM_TAXID: 141349	PROPANE 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHYL-ACCEPTING CHEMOTAXIS2 PROTEIN IV (A0A1V5VI30)	MOL_ID: 1;2 MOLECULE: METHYL-ACCEPTING CHEMOTAXIS PROTEIN IV;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BACTERIUM ADURB.BIN236;3 ORGANISM_TAXID: 1866925	METHYL-ACCEPTING CHEMOTAXIS PROTEIN IV	13
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A7K3S9N1)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES PARVUS;3 ORGANISM_TAXID: 66428	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (H2C1Y2)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: METALLOSPHAERA YELLOWSTONENSIS MK1;3 ORGANISM_TAXID: 671065	UNCHARACTERIZED PROTEIN	3
